lat,lon,datetime
51.9109956,4.483543,2019-08-29 08:58:34
51.9118494,4.4812002,2019-08-29 09:00:06
51.9117387,4.4812847,2019-08-29 09:01:09
51.9118571,4.4812258,2019-08-29 09:08:24
51.9119448,4.4812968,2019-08-29 09:09:43
51.9119448,4.4812968,2019-08-29 09:09:44
51.9119448,4.4812968,2019-08-29 09:09:51
51.9119448,4.4812968,2019-08-29 09:14:35
51.9119448,4.4812968,2019-08-29 09:15:31
51.9119448,4.4812968,2019-08-29 09:18:20
51.9119448,4.4812968,2019-08-29 09:19:27
51.9119448,4.4812968,2019-08-29 09:24:14
51.9119448,4.4812968,2019-08-29 09:28:12
51.9119789,4.4810737,2019-08-29 09:29:02
51.9119448,4.4812968,2019-08-29 09:33:12
51.9119448,4.4812968,2019-08-29 09:35:25
51.9119448,4.4812968,2019-08-29 09:38:13
51.9119448,4.4812968,2019-08-29 09:43:16
51.9119448,4.4812968,2019-08-29 09:44:47
51.9123063,4.4814731,2019-08-29 09:45:17
51.9119448,4.4812968,2019-08-29 09:46:02
51.9119448,4.4812968,2019-08-29 09:46:46
51.9119393,4.4813462,2019-08-29 09:47:27
51.9119448,4.4812968,2019-08-29 09:48:54
51.911507,4.4812975,2019-08-29 09:49:28
51.9118044,4.4813872,2019-08-29 09:51:15
51.9120025,4.4808944,2019-08-29 09:52:01
51.9120732,4.4808699,2019-08-29 09:52:07
51.9121132,4.4802973,2019-08-29 09:52:43
51.9119731,4.4799208,2019-08-29 09:53:08
51.9117713,4.4787514,2019-08-29 09:53:32
51.9114464,4.4779486,2019-08-29 09:55:40
51.9115616,4.4817777,2019-08-29 10:02:52
51.91196,4.4813239,2019-08-29 10:04:19
51.9120513,4.4812668,2019-08-29 10:04:21
51.9119236,4.4812716,2019-08-29 10:04:39
51.9119958,4.4814012,2019-08-29 10:04:59
51.9100236,4.4829802,2019-08-29 10:06:25
51.9121325,4.4810695,2019-08-29 10:07:20
51.9118969,4.4812449,2019-08-29 10:07:40
51.9120212,4.4812182,2019-08-29 10:09:47
51.911978,4.4814261,2019-08-29 10:14:34
51.9119875,4.4812117,2019-08-29 10:14:39
51.9118488,4.48132,2019-08-29 10:16:25
51.9123063,4.4814731,2019-08-29 10:21:00
51.9118488,4.48132,2019-08-29 10:21:42
51.9118488,4.48132,2019-08-29 10:23:45
51.9119588,4.481222,2019-08-29 10:24:10
51.9118987,4.4812832,2019-08-29 10:26:21
51.9118987,4.4812832,2019-08-29 10:29:18
51.9118987,4.4812832,2019-08-29 10:33:33
51.9118987,4.4812832,2019-08-29 10:36:00
51.9118987,4.4812832,2019-08-29 10:38:19
51.9118711,4.4813537,2019-08-29 10:40:20
51.9118987,4.4812832,2019-08-29 10:41:06
51.9118987,4.4812832,2019-08-29 10:48:13
51.9118987,4.4812832,2019-08-29 10:48:40
51.9119825,4.4813837,2019-08-29 10:53:30
51.9120051,4.4814305,2019-08-29 10:55:32
51.9118186,4.4812857,2019-08-29 10:55:43
51.9123063,4.4814731,2019-08-29 11:06:01
51.9120058,4.4814288,2019-08-29 11:10:44
51.9123063,4.4814731,2019-08-29 11:22:07
51.9119979,4.4813028,2019-08-29 11:26:00
51.9119507,4.4812669,2019-08-29 11:26:05
51.9110877,4.4811232,2019-08-29 11:28:07
51.9116681,4.481304,2019-08-29 11:29:30
51.9116681,4.481304,2019-08-29 11:31:33
51.9116681,4.481304,2019-08-29 11:34:14
51.9116681,4.481304,2019-08-29 11:36:16
51.9116681,4.481304,2019-08-29 11:38:39
51.9117759,4.4813124,2019-08-29 11:39:25
51.9118339,4.4812959,2019-08-29 11:42:47
51.9116681,4.481304,2019-08-29 11:45:50
51.9116681,4.481304,2019-08-29 11:52:30
51.9116681,4.481304,2019-08-29 11:55:32
51.9118975,4.481111,2019-08-29 11:55:54
51.9116681,4.481304,2019-08-29 11:55:58
51.9116681,4.481304,2019-08-29 11:55:59
51.9120179,4.4812614,2019-08-29 11:56:33
51.911635,4.4812455,2019-08-29 11:57:38
51.911635,4.4812455,2019-08-29 11:58:41
51.911635,4.4812455,2019-08-29 11:59:41
51.911635,4.4812455,2019-08-29 12:00:41
51.911635,4.4812455,2019-08-29 12:02:25
51.911635,4.4812455,2019-08-29 12:08:15
51.9117972,4.4812683,2019-08-29 12:10:00
51.911635,4.4812455,2019-08-29 12:13:16
51.911635,4.4812455,2019-08-29 12:14:08
51.9118319,4.4815255,2019-08-29 12:16:33
51.9118875,4.4815301,2019-08-29 12:18:40
51.9118694,4.4815301,2019-08-29 12:20:42
51.9118776,4.4815225,2019-08-29 12:22:50
51.9118517,4.4815363,2019-08-29 12:24:53
51.911791,4.48133,2019-08-29 12:26:24
51.9122233,4.4814141,2019-08-29 12:29:56
51.9122233,4.4814141,2019-08-29 12:30:29
51.9122233,4.4814141,2019-08-29 12:31:51
51.9122233,4.4814141,2019-08-29 12:32:51
51.9116725,4.4813249,2019-08-29 12:34:10
51.9120233,4.4813588,2019-08-29 12:34:50
51.9120233,4.4813588,2019-08-29 12:36:55
51.9118786,4.4813432,2019-08-29 12:39:10
51.9118786,4.4813432,2019-08-29 12:41:43
51.9118786,4.4813432,2019-08-29 12:43:46
51.9118786,4.4813432,2019-08-29 12:48:14
51.9119367,4.4811619,2019-08-29 12:48:54
51.9118786,4.4813432,2019-08-29 12:53:14
51.9118786,4.4813432,2019-08-29 12:58:05
51.9118786,4.4813432,2019-08-29 12:59:05
51.9118594,4.4811825,2019-08-29 13:00:11
51.9123436,4.4810554,2019-08-29 13:01:00
51.9118786,4.4813432,2019-08-29 13:03:15
51.9117429,4.4811809,2019-08-29 13:03:37
51.9117256,4.4811276,2019-08-29 13:04:46
51.9116645,4.4811896,2019-08-29 13:05:08
51.9118786,4.4813432,2019-08-29 13:06:02
51.9118786,4.4813432,2019-08-29 13:08:14
51.9116618,4.4812237,2019-08-29 13:08:55
51.9117926,4.48116,2019-08-29 13:10:15
51.9118786,4.4813432,2019-08-29 13:11:01
51.9118786,4.4813432,2019-08-29 13:13:02
51.9119998,4.4812121,2019-08-29 13:13:29
51.9117003,4.4813234,2019-08-29 13:13:50
51.911794,4.4812596,2019-08-29 13:14:08
51.9118861,4.4811597,2019-08-29 13:14:26
51.9118591,4.4811427,2019-08-29 13:14:58
51.9119385,4.4811026,2019-08-29 13:15:17
51.9119667,4.481054,2019-08-29 13:15:36
51.9119695,4.4810557,2019-08-29 13:15:53
51.9119427,4.4810836,2019-08-29 13:16:19
51.9119193,4.4811936,2019-08-29 13:20:39
51.9121345,4.4814044,2019-08-29 13:24:06
51.9120271,4.4812093,2019-08-29 13:26:21
51.9118744,4.4811191,2019-08-29 13:28:05
51.9117182,4.4813253,2019-08-29 13:28:28
51.9119749,4.4813738,2019-08-29 13:28:53
51.9119793,4.4813864,2019-08-29 13:31:00
51.9119793,4.4813864,2019-08-29 13:31:38
51.9110877,4.4811232,2019-08-29 13:32:43
51.9110877,4.4811232,2019-08-29 13:34:50
51.9117467,4.4813166,2019-08-29 13:35:59
51.9110877,4.4811232,2019-08-29 13:36:52
51.9110877,4.4811232,2019-08-29 13:38:53
51.9110877,4.4811232,2019-08-29 13:43:02
51.912119,4.4809692,2019-08-29 13:43:50
51.9118527,4.4811872,2019-08-29 13:44:11
51.9110877,4.4811232,2019-08-29 13:45:08
51.9110877,4.4811232,2019-08-29 13:46:29
51.9110877,4.4811232,2019-08-29 13:49:05
51.9116654,4.4812153,2019-08-29 13:50:03
51.9110877,4.4811232,2019-08-29 13:51:50
51.9110877,4.4811232,2019-08-29 13:54:19
51.9109956,4.483543,2019-08-29 13:54:24
51.9109956,4.483543,2019-08-29 13:56:51
51.9109956,4.483543,2019-08-29 13:59:07
51.9116392,4.4812962,2019-08-29 13:59:08
51.9109956,4.483543,2019-08-29 13:59:12
51.9119562,4.4810821,2019-08-29 14:00:05
51.9119562,4.4810821,2019-08-29 14:02:19
51.9119562,4.4810821,2019-08-29 14:04:28
51.9119562,4.4810821,2019-08-29 14:06:49
51.9119562,4.4810821,2019-08-29 14:09:18
51.912044,4.4811278,2019-08-29 14:12:19
51.911818,4.4812721,2019-08-29 14:22:23
51.911818,4.4812721,2019-08-29 14:25:01
51.911818,4.4812721,2019-08-29 14:28:18
51.9116392,4.4812962,2019-08-29 14:30:09
51.911818,4.4812721,2019-08-29 14:30:18
51.911818,4.4812721,2019-08-29 14:32:26
51.911818,4.4812721,2019-08-29 14:36:50
51.911818,4.4812721,2019-08-29 14:38:44
51.9116266,4.4812408,2019-08-29 14:38:52
51.911818,4.4812721,2019-08-29 14:40:49
51.9116266,4.4812408,2019-08-29 14:41:01
51.911818,4.4812721,2019-08-29 14:42:56
51.9116266,4.4812408,2019-08-29 14:43:03
51.911818,4.4812721,2019-08-29 14:44:59
51.9116266,4.4812408,2019-08-29 14:45:23
51.911818,4.4812721,2019-08-29 14:47:01
51.9116266,4.4812408,2019-08-29 14:47:54
51.911818,4.4812721,2019-08-29 14:49:02
51.9116266,4.4812408,2019-08-29 14:50:00
51.911818,4.4812721,2019-08-29 14:51:04
51.911818,4.4812721,2019-08-29 14:52:05
51.9116266,4.4812408,2019-08-29 14:52:54
51.911818,4.4812721,2019-08-29 14:53:16
51.9116266,4.4812408,2019-08-29 14:55:00
51.911818,4.4812721,2019-08-29 14:55:51
51.911818,4.4812721,2019-08-29 15:01:49
51.911818,4.4812721,2019-08-29 15:04:08
51.9116266,4.4812408,2019-08-29 15:06:37
51.911818,4.4812721,2019-08-29 15:06:49
51.911818,4.4812721,2019-08-29 15:08:55
51.9116913,4.4813024,2019-08-29 15:09:29
51.911818,4.4812721,2019-08-29 15:10:55
51.9116913,4.4813024,2019-08-29 15:11:05
51.911818,4.4812721,2019-08-29 15:12:55
51.9124367,4.4818889,2019-08-29 15:14:16
51.9122683,4.4818062,2019-08-29 15:14:25
51.9121219,4.4814072,2019-08-29 15:14:35
51.9119739,4.481017,2019-08-29 15:14:41
51.9119907,4.4808789,2019-08-29 15:14:57
51.9119413,4.4802877,2019-08-29 15:15:27
51.9119242,4.4799718,2019-08-29 15:15:43
51.911845,4.4797847,2019-08-29 15:15:58
51.9117138,4.4795209,2019-08-29 15:16:14
51.9117352,4.4792223,2019-08-29 15:16:17
51.9115557,4.4791185,2019-08-29 15:16:44
51.9114712,4.4787933,2019-08-29 15:16:59
51.9114434,4.4786645,2019-08-29 15:17:14
51.91133,4.47819,2019-08-29 15:17:30
51.9111875,4.477993,2019-08-29 15:17:46
51.9111215,4.4780489,2019-08-29 15:18:23
51.9111295,4.4781028,2019-08-29 15:19:52
51.9111366,4.4780452,2019-08-29 15:20:25
51.9110963,4.4780595,2019-08-29 15:22:07
51.9111707,4.4780914,2019-08-29 15:22:17
51.9111698,4.4784598,2019-08-29 15:24:11
51.9111254,4.4784669,2019-08-29 15:24:33
51.9111776,4.4782291,2019-08-29 15:26:25
51.9112657,4.4780485,2019-08-29 15:26:36
51.9112173,4.478241,2019-08-29 15:27:59
51.9113209,4.4781651,2019-08-29 15:28:24
51.9113039,4.478139,2019-08-29 15:28:34
51.9110412,4.4783599,2019-08-29 15:30:27
51.9110749,4.4784032,2019-08-29 15:30:34
51.9111267,4.4785218,2019-08-29 15:32:26
51.9111321,4.4785385,2019-08-29 15:32:42
51.9113916,4.4781124,2019-08-29 15:34:27
51.9113512,4.478123,2019-08-29 15:34:57
51.9117605,4.4790189,2019-08-29 15:36:21
51.9120883,4.4801074,2019-08-29 15:37:06
51.9117544,4.4816848,2019-08-29 15:38:30
51.9105981,4.476581,2019-08-29 15:39:21
51.9114014,4.4815796,2019-08-29 15:40:29
51.9120386,4.4814511,2019-08-29 15:42:32
51.916691,4.4730999,2019-08-29 15:43:38
51.9118034,4.4814077,2019-08-29 15:44:34
51.9118749,4.4811897,2019-08-29 15:45:02
51.9116392,4.4812962,2019-08-29 15:45:38
51.9121377,4.4813725,2019-08-29 15:45:50
51.9121357,4.4813503,2019-08-29 15:46:28
51.9120756,4.4813129,2019-08-29 15:46:46
51.9117917,4.4813324,2019-08-29 15:47:47
51.9120035,4.481271,2019-08-29 15:49:41
51.9119381,4.4811964,2019-08-29 15:49:55
51.9120035,4.481271,2019-08-29 15:51:51
51.9119093,4.4812431,2019-08-29 15:52:03
51.9120035,4.481271,2019-08-29 15:54:04
51.9119298,4.4812588,2019-08-29 15:54:12
51.9119298,4.4812588,2019-08-29 15:56:42
51.9120035,4.481271,2019-08-29 15:56:58
51.9119298,4.4812588,2019-08-29 15:58:09
51.9119298,4.4812588,2019-08-29 15:59:59
51.9120035,4.481271,2019-08-29 16:00:10
51.9120035,4.481271,2019-08-29 16:02:13
51.9120035,4.481271,2019-08-29 16:04:57
51.9118022,4.4811829,2019-08-29 16:05:44
51.9120035,4.481271,2019-08-29 16:06:57
51.9120035,4.481271,2019-08-29 16:11:58
51.9120035,4.481271,2019-08-29 16:14:10
51.9118022,4.4811829,2019-08-29 16:15:53
51.9120035,4.481271,2019-08-29 16:16:11
51.9118022,4.4811829,2019-08-29 16:17:53
51.9118979,4.4811747,2019-08-29 16:18:35
51.9118979,4.4811747,2019-08-29 16:20:35
51.9118979,4.4811747,2019-08-29 16:21:27
51.9120035,4.481271,2019-08-29 16:21:57
51.9118979,4.4811747,2019-08-29 16:22:35
51.9120035,4.481271,2019-08-29 16:23:57
51.9120035,4.481271,2019-08-29 16:26:03
51.9120035,4.481271,2019-08-29 16:28:26
51.9120035,4.481271,2019-08-29 16:28:49
51.9118979,4.4811747,2019-08-29 16:28:56
51.9120035,4.481271,2019-08-29 16:30:33
51.9115479,4.481316,2019-08-29 16:31:42
51.9115161,4.4813092,2019-08-29 16:33:44
51.9115161,4.4813092,2019-08-29 16:35:48
51.9110877,4.4811232,2019-08-29 16:36:23
51.9117989,4.4812878,2019-08-29 16:36:59
51.9115161,4.4813092,2019-08-29 16:37:49
51.9118635,4.481358,2019-08-29 16:38:32
51.9119946,4.4813879,2019-08-29 16:39:54
51.9115161,4.4813092,2019-08-29 16:40:01
51.9121129,4.4814393,2019-08-29 16:40:33
51.9118173,4.4812924,2019-08-29 16:41:28
51.9115161,4.4813092,2019-08-29 16:42:02
51.9118539,4.4810723,2019-08-29 16:42:39
51.9115161,4.4813092,2019-08-29 16:44:06
51.9119099,4.4813592,2019-08-29 16:44:40
51.9115161,4.4813092,2019-08-29 16:46:09
51.911931,4.4813758,2019-08-29 16:46:40
51.9115161,4.4813092,2019-08-29 16:48:09
51.9120063,4.4814786,2019-08-29 16:48:41
51.9115161,4.4813092,2019-08-29 16:50:13
51.9117007,4.4813255,2019-08-29 16:50:49
51.9115161,4.4813092,2019-08-29 16:52:36
51.9115069,4.4812945,2019-08-29 16:52:51
51.9123691,4.4814004,2019-08-29 16:54:52
51.9116424,4.478772,2019-08-29 16:56:54
51.9114769,4.4776817,2019-08-29 16:57:54
51.9114579,4.4778833,2019-08-29 16:58:09
51.9118093,4.4777622,2019-08-29 16:59:01
51.9118795,4.4780258,2019-08-29 17:00:29
51.911477,4.4775703,2019-08-29 17:01:02
51.9110887,4.4765076,2019-08-29 17:02:38
51.9108742,4.4762718,2019-08-29 17:03:03
51.9100287,4.4743959,2019-08-29 17:04:46
51.9101923,4.4732406,2019-08-29 17:05:04
51.9095908,4.4723943,2019-08-29 17:06:54
51.9096976,4.4719617,2019-08-29 17:06:57
51.9093955,4.4712902,2019-08-29 17:09:05
51.9101567,4.4698387,2019-08-29 17:09:09
51.9100822,4.4703441,2019-08-29 17:11:07
51.9094676,4.471416,2019-08-29 17:11:18
51.9067325,4.4684463,2019-08-29 17:13:08
51.9094676,4.471416,2019-08-29 17:13:26
51.9063122,4.4673717,2019-08-29 17:15:08
51.908945,4.4677954,2019-08-29 17:17:09
51.9019157,4.4728562,2019-08-29 17:17:49
51.9066718,4.4666184,2019-08-29 17:19:10
51.9019157,4.4728562,2019-08-29 17:19:58
51.9046667,4.467107,2019-08-29 17:21:11
51.9019157,4.4728562,2019-08-29 17:22:13
51.9059678,4.4677219,2019-08-29 17:23:13
51.9019157,4.4728562,2019-08-29 17:24:15
51.9049193,4.4691755,2019-08-29 17:25:20
51.9019157,4.4728562,2019-08-29 17:26:24
51.9046667,4.467107,2019-08-29 17:27:22
51.9019157,4.4728562,2019-08-29 17:29:08
51.9053402,4.4668098,2019-08-29 17:29:23
51.9053402,4.4668098,2019-08-29 17:31:24
51.9059678,4.4677219,2019-08-29 17:33:25
51.9059678,4.4677219,2019-08-29 17:36:27
51.9059678,4.4677219,2019-08-29 17:38:29
51.9059678,4.4677219,2019-08-29 17:40:31
51.9046667,4.467107,2019-08-29 17:42:36
51.9046667,4.467107,2019-08-29 17:44:36
51.906772,4.468497,2019-08-29 17:44:54
51.9046667,4.467107,2019-08-29 17:46:37
51.9046667,4.467107,2019-08-29 17:48:53
51.906772,4.468497,2019-08-29 17:48:58
51.9043376,4.467054,2019-08-29 17:50:38
51.9043376,4.467054,2019-08-29 17:52:39
51.906772,4.468497,2019-08-29 17:52:57
51.9043376,4.467054,2019-08-29 17:54:41
51.906772,4.468497,2019-08-29 17:55:00
51.9043376,4.467054,2019-08-29 17:55:44
51.9043376,4.467054,2019-08-29 17:56:59
51.9043376,4.467054,2019-08-29 18:01:12
51.9043376,4.467054,2019-08-29 18:04:32
51.9043376,4.467054,2019-08-29 18:08:06
51.9043376,4.467054,2019-08-29 18:11:20
51.906772,4.468497,2019-08-29 18:12:41
51.9043376,4.467054,2019-08-29 18:13:20
51.9043376,4.467054,2019-08-29 18:16:21
51.9043376,4.467054,2019-08-29 18:20:32
51.906772,4.468497,2019-08-29 18:21:34
51.906772,4.468497,2019-08-29 18:22:40
51.906772,4.468497,2019-08-29 18:22:54
51.906772,4.468497,2019-08-29 18:23:40
51.906772,4.468497,2019-08-29 18:26:17
51.906772,4.468497,2019-08-29 18:27:51
51.904682,4.4667039,2019-08-29 18:28:22
51.9019157,4.4728562,2019-08-29 18:29:54
51.9080494,4.4652176,2019-08-29 18:30:24
51.9083174,4.4668832,2019-08-29 18:32:09
51.9066794,4.468599,2019-08-29 18:32:27
51.9068661,4.4692311,2019-08-29 18:34:17
51.9068483,4.4693947,2019-08-29 18:34:29
51.9083019,4.4681966,2019-08-29 18:36:32
51.9122174,4.4825172,2019-08-29 18:36:33
51.9082066,4.4680865,2019-08-29 18:38:32
51.9085853,4.4685488,2019-08-29 18:38:42
51.9093971,4.4713585,2019-08-29 18:40:38
51.9092023,4.4717441,2019-08-29 18:40:57
51.9095186,4.4711225,2019-08-29 18:42:41
51.9091667,4.4715847,2019-08-29 18:43:12
51.9092718,4.4717109,2019-08-29 18:44:47
51.9096635,4.4723022,2019-08-29 18:45:21
51.9101377,4.4735929,2019-08-29 18:46:48
51.9108777,4.4751574,2019-08-29 18:47:36
51.9108525,4.475929,2019-08-29 18:48:50
51.9109589,4.4759752,2019-08-29 18:49:27
51.9109245,4.4762804,2019-08-29 18:49:44
51.9108293,4.4777479,2019-08-29 18:51:30
51.9109484,4.4777042,2019-08-29 18:51:59
51.9116474,4.4783405,2019-08-29 18:53:34
51.911352,4.4780579,2019-08-29 18:54:04
51.9111749,4.4782604,2019-08-29 18:55:37
51.9113109,4.4781259,2019-08-29 18:56:19
51.9118776,4.4790661,2019-08-29 18:57:38
51.9120015,4.4799457,2019-08-29 18:58:27
51.9116693,4.4814147,2019-08-29 18:59:44
51.9116459,4.4815432,2019-08-29 19:00:43
51.9114555,4.4813544,2019-08-29 19:01:47
51.9115616,4.4817777,2019-08-29 19:02:51
51.9115396,4.4816468,2019-08-29 19:03:47
51.9113327,4.4816064,2019-08-29 19:05:06
51.9115396,4.4816468,2019-08-29 19:05:48
51.9115616,4.4817777,2019-08-29 19:07:15
51.9109188,4.4855595,2019-08-29 19:07:55
51.9114446,4.4816104,2019-08-29 19:09:30
51.9107892,4.4802635,2019-08-29 19:10:00
51.9113684,4.4808297,2019-08-29 19:11:38
51.9107892,4.4802635,2019-08-29 19:12:04
51.9115026,4.4812902,2019-08-29 19:13:53
51.9119841,4.4814398,2019-08-29 19:16:09
51.9118736,4.4813601,2019-08-29 19:16:24
51.9120479,4.4814197,2019-08-29 19:16:44
51.9118718,4.4812477,2019-08-29 19:17:11
51.9121171,4.4814025,2019-08-29 19:18:26
51.9118684,4.4813713,2019-08-29 19:19:19
51.9120951,4.4814325,2019-08-29 19:20:28
51.911876,4.4813532,2019-08-29 19:21:27
51.9118421,4.481288,2019-08-29 19:22:35
51.9121511,4.4812274,2019-08-29 19:23:07
51.912187,4.4813441,2019-08-29 19:23:42
51.9121666,4.481312,2019-08-29 19:23:53
51.9116588,4.4813031,2019-08-29 19:26:01
51.912187,4.4813441,2019-08-29 19:26:42
51.9119292,4.4815279,2019-08-29 19:26:55
51.9119292,4.4815279,2019-08-29 19:27:20
51.912187,4.4813441,2019-08-29 19:29:14
51.9119292,4.4815279,2019-08-29 19:29:55
51.912187,4.4813441,2019-08-29 19:31:44
51.9119292,4.4815279,2019-08-29 19:31:55
51.9119292,4.4815279,2019-08-29 19:32:11
51.9119199,4.4815649,2019-08-29 19:32:33
51.9119199,4.4815649,2019-08-29 19:34:44
51.9118189,4.4814673,2019-08-29 19:35:55
51.9119628,4.4814202,2019-08-29 19:37:07
51.9119625,4.4814919,2019-08-29 19:38:04
51.912067,4.4814009,2019-08-29 19:39:09
51.9120809,4.4813639,2019-08-29 19:39:45
51.911948,4.4815491,2019-08-29 19:40:20
51.9120233,4.4813548,2019-08-29 19:40:36
51.9120165,4.4813828,2019-08-29 19:42:29
51.9120268,4.4813819,2019-08-29 19:42:37
51.9121227,4.4813247,2019-08-29 19:44:37
51.9121227,4.4813247,2019-08-29 19:47:08
51.9115395,4.47795,2019-08-29 19:49:37
51.9112325,4.486016,2019-08-29 19:51:52
51.9120416,4.4815947,2019-08-29 19:53:08
51.9122967,4.4841589,2019-08-29 19:54:07
51.9120305,4.4813162,2019-08-29 19:55:14
51.9121651,4.4814836,2019-08-29 19:56:15
51.9105981,4.476581,2019-08-29 19:56:16
51.9121376,4.4811964,2019-08-29 19:58:17
51.9105981,4.476581,2019-08-29 19:59:19
51.9120802,4.4811894,2019-08-29 19:59:29
51.9105981,4.476581,2019-08-29 20:01:08
51.9120672,4.4814702,2019-08-29 20:01:31
51.9123706,4.4808497,2019-08-29 20:03:33
51.911931,4.4814996,2019-08-29 20:04:06
51.912054,4.4813023,2019-08-29 20:05:35
51.9121481,4.481276,2019-08-29 20:07:34
51.9120772,4.4813063,2019-08-29 20:08:37
51.9119916,4.4815674,2019-08-29 20:09:29
51.9120916,4.4813532,2019-08-29 20:10:50
51.9119444,4.4814219,2019-08-29 20:11:35
51.9119285,4.4814261,2019-08-29 20:11:53
51.9119135,4.4814625,2019-08-29 20:13:55
51.9120361,4.4813866,2019-08-29 20:14:13
51.9119035,4.4815055,2019-08-29 20:16:14
51.9119173,4.4814558,2019-08-29 20:16:44
51.9118958,4.4814833,2019-08-29 20:17:07
51.9119712,4.4815007,2019-08-29 20:19:08
51.9119346,4.4815287,2019-08-29 20:20:10
51.9121007,4.4813205,2019-08-29 20:20:58
51.9121891,4.4813842,2019-08-29 20:30:59
51.912177,4.481278,2019-08-29 20:31:31
51.9120671,4.4813905,2019-08-29 20:33:32
51.9118813,4.4814177,2019-08-29 20:35:33
51.912054,4.481433,2019-08-29 20:37:35
51.9117329,4.4813931,2019-08-29 20:39:04
51.9118042,4.4813804,2019-08-29 20:39:05
51.9116275,4.4812984,2019-08-29 20:41:19
51.9116606,4.4813327,2019-08-29 20:43:28
51.9118062,4.4812767,2019-08-29 20:45:29
51.9116791,4.4812896,2019-08-29 20:47:30
51.911883,4.4812243,2019-08-29 20:49:30
51.9119259,4.4814141,2019-08-29 20:51:00
51.911883,4.4812243,2019-08-29 20:51:41
51.9119572,4.481111,2019-08-29 20:54:07
51.9118944,4.4812058,2019-08-29 20:56:09
51.911827,4.4813744,2019-08-29 20:58:14
51.9120062,4.4813265,2019-08-29 21:00:15
51.9121294,4.4812763,2019-08-29 21:01:11
51.9121373,4.4813128,2019-08-29 21:01:40
51.9116813,4.4813387,2019-08-29 21:02:26
51.9116813,4.4813387,2019-08-29 21:05:05
51.9116813,4.4813387,2019-08-29 21:07:07
51.9116813,4.4813387,2019-08-29 21:09:09
51.9116813,4.4813387,2019-08-29 21:11:36
51.9116813,4.4813387,2019-08-29 21:14:01
51.9116813,4.4813387,2019-08-29 21:16:53
51.9116813,4.4813387,2019-08-29 21:20:12
51.9116813,4.4813387,2019-08-29 21:22:12
51.9116813,4.4813387,2019-08-29 21:24:52
51.9116813,4.4813387,2019-08-29 21:25:10
51.9116813,4.4813387,2019-08-29 21:26:55
51.9116813,4.4813387,2019-08-29 21:29:00
51.91206,4.4814277,2019-08-29 21:31:16
51.9120668,4.4813357,2019-08-29 21:33:18
51.9121114,4.4814464,2019-08-29 21:35:19
51.9120252,4.4814184,2019-08-29 21:37:20
51.9120553,4.4814192,2019-08-29 21:39:23
51.9120553,4.4814192,2019-08-29 21:41:25
51.9120553,4.4814192,2019-08-29 21:43:26
51.9120553,4.4814192,2019-08-29 21:45:36
51.9120553,4.4814192,2019-08-29 21:47:39
51.9120553,4.4814192,2019-08-29 21:49:40
51.9120553,4.4814192,2019-08-29 21:51:43
51.9120553,4.4814192,2019-08-29 21:53:51
51.9120553,4.4814192,2019-08-29 21:56:01
51.9120553,4.4814192,2019-08-29 21:58:03
51.9120553,4.4814192,2019-08-29 22:00:04
51.9120193,4.4814077,2019-08-29 22:01:16
51.9119198,4.4813693,2019-08-29 22:01:35
51.9119073,4.4813846,2019-08-29 22:01:50
51.9119319,4.4813948,2019-08-29 22:02:08
51.9119603,4.4813903,2019-08-29 22:02:23
51.9118397,4.481378,2019-08-29 22:04:34
51.9118397,4.481378,2019-08-29 22:06:36
51.9118397,4.481378,2019-08-29 22:08:43
51.9120074,4.4814215,2019-08-29 22:14:52
51.9120074,4.4814215,2019-08-29 22:17:05
51.9120074,4.4814215,2019-08-29 22:19:09
51.9120074,4.4814215,2019-08-29 22:21:09
51.9120074,4.4814215,2019-08-29 22:23:13
51.9120074,4.4814215,2019-08-29 22:25:15
51.9120074,4.4814215,2019-08-29 22:27:18
51.9120074,4.4814215,2019-08-29 22:29:19
51.9120074,4.4814215,2019-08-29 22:31:21
51.9120074,4.4814215,2019-08-29 22:33:22
51.9120074,4.4814215,2019-08-29 22:35:24
51.9120074,4.4814215,2019-08-29 22:37:27
51.9120074,4.4814215,2019-08-29 22:39:28
51.9120074,4.4814215,2019-08-29 22:41:33
51.9120074,4.4814215,2019-08-29 22:43:33
51.9120074,4.4814215,2019-08-29 22:45:35
51.9120074,4.4814215,2019-08-29 22:47:36
51.9119897,4.4814272,2019-08-29 22:49:30
51.9119897,4.4814272,2019-08-29 22:52:15
51.9119897,4.4814272,2019-08-29 22:55:03
51.9119897,4.4814272,2019-08-29 22:57:05
51.9119897,4.4814272,2019-08-29 22:59:07
51.9119897,4.4814272,2019-08-29 23:01:27
51.9119897,4.4814272,2019-08-29 23:03:32
51.9119897,4.4814272,2019-08-29 23:05:34
51.9119897,4.4814272,2019-08-29 23:07:35
51.9119897,4.4814272,2019-08-29 23:09:39
51.9119221,4.481407,2019-08-29 23:11:44
51.9119221,4.481407,2019-08-29 23:13:45
51.9119221,4.481407,2019-08-29 23:15:49
51.9119221,4.481407,2019-08-29 23:18:04
51.9119221,4.481407,2019-08-29 23:20:47
51.9119221,4.481407,2019-08-29 23:23:01
51.9119221,4.481407,2019-08-29 23:25:16
51.9120806,4.4812232,2019-08-29 23:29:33
51.9121557,4.4811811,2019-08-29 23:29:48
51.9119017,4.4813431,2019-08-29 23:31:49
51.9120386,4.4810338,2019-08-29 23:33:52
51.9121168,4.4811345,2019-08-29 23:35:54
